tag,movieId,score,tag_lowercase_dups,tag_punc_dups
restrained,165549,1.0,,
restored,6985,0.0,,
restoration,90653,1.0,,
restless spirits,130448,1.0,,
restless in peacetime,159604,1.0,,
restaurant world,105952,2.0,,
restaurant owner,717249,7.0,,
restaurant guide,69219,1.0,,
restaurant critic,206963,4.0,,
restaurant chain,4642,1.0,,
restaurant,9294460,138.0,Restaurant;,
restart,949783,15.0,,
rest stop,81537,1.0,,
rest of the movie didn't live up to the potential of the beginning,63222,1.0,,
rest,1893,1.0,,
ressentiment,88810,1.0,,
responsible teen,179333,2.0,,
responsible kids,133185,1.0,,
responsible driving,110882,2.0,,
responsible,110882,7.0,,
respects audience,74553,1.0,,
respect verses fear,46322,-1.0,,
respect is due,42163,-1.0,,
respect,538219,4.0,,
resourcefulness,1,1.0,,
resorts to unnecessary graphical violence,41569,-3.0,,
resort sex,47274,1.0,,
resort hotel,317470,4.0,,
resort community,107982,0.0,,
resort,1764187,17.0,,
resonent themes,7099,0.0,,
resonant,101155,1.0,,
resolute,8579,0.0,,
resistence,116307,1.0,,
resistance movement,1412997,30.0,,
resistance fighter,730368,11.0,,
resilient child character,51709,2.0,,
resilience,1015969,16.0,,
resignation,63128,2.0,,
resident evil,786596,29.0,,
resident,55278,1.0,,
resettlement,67232,2.0,,
resentment,598384,8.0,,
researcher,554407,7.0,,
research turtles,30810,1.0,,
research station,203834,5.0,,
research psychotherapist,52885,0.0,,
research laboratory,590630,8.0,,
research facility,114659,1.0,,
research,2479556,36.0,,
rescuing the world,260,1.0,,
rescuer becomes victim,103235,1.0,,
rescuedawnthetruth.com,53550,1.0,,
rescue team,664175,11.0,,
rescue operation,677512,8.0,,
rescue mission,2357767,26.0,Rescue Mission;,
rescue loved ones,99114,3.0,,
rescue from drowning,399845,5.0,,
rescue dogs,52838,1.0,,
rescue boat,3755,1.0,,
rescue at sea,154218,1.0,,
rescue,12803889,175.0,Rescue;,
re-release,233011,3.0,,
requisites,1206,0.0,,
required in high school in 1997,11680,-33.0,,
request,156559,1.0,,
requel,60040,1.0,,
reputation,655166,6.0,,
repulsive,217251,3.0,,
republicanism,63808,1.0,,
republican party,303851,4.0,,
republican,768535,6.0,,
republic of chad,219865,2.0,,
reptilian scale,116407,1.0,,
reptilian,180778,2.0,,
reptile-people,60941,0.0,,
reptile,336280,5.0,,
*reps*,2987,-5.0,,
reprogram,186577,1.0,,
reproductive health,177809,1.0,,
reproduction,59576,4.0,,
reprisal,87354,1.0,,
reprimand,96501,1.0,,
reprieve,951,1.0,,
repression,992408,21.0,Repression;,
repressed memory,289405,4.0,,
repressed,198677,3.0,,
represents technology advance,260,1.0,,
representation of children,127172,1.0,,
representation,244242,2.0,,
repossession,156125,3.0,,
reporting,115569,1.0,,
reporters,53131,1.0,,
reporter,13762516,167.0,Reporter;,
report,26303,1.0,,
repo man,315802,3.0,,
replicants,541,-2.0,,
replicant,176912,3.0,,
replationships,95135,1.0,,
replacement animation,179203,1.0,,
replacement,89199,0.0,,
repetitive sequences,1304,0.0,,
repetitive scenes,4882,2.0,,
repetitive fight moves,27801,0.0,,
repetitious,2791,1.0,,
repetition,327371,4.0,,
repentance,402610,6.0,,
repeating plot,5574,1.0,,
repeating day,111759,27.0,,
repeating,106983,-1.0,,
repeated use of shots,61394,2.0,,
repeated song throughout film,4661,0.0,,
repeated line,50594,1.0,,
repeated jokes,66427,0.0,,
repeatable,2535,2.0,,
repeat watch,41949,-6.0,Repeat Watch;,
repeat scenes,5954,1.0,,
repeat,156962,3.0,,
repayment,974993,27.0,,
repairman,200626,3.0,,
repair un injustice,307863,7.0,,
repair shop,1358,1.0,,
repair,57673,3.0,,
renunciation,21315,0.0,,
renting,114250,1.0,,
renter,140834,1.0,,
rented rooms,135618,2.0,,
rented,543690,-18.0,,
rental dvd,47261,-7.0,,
rental,359114,3.0,,
rent with Shelly,42728,-4.0,,
rent or buy,35836,-4.0,,
rent control,3274,-1.0,,
rent boy,671190,6.0,,
rent,242280,-13.0,RENT;,
renovation,465776,5.0,,
renoir,99906,1.0,Renoir;,
renewing wedding vows,96121,1.0,,
renewal,145238,3.0,,
renegade crew,135,-1.0,,
renegade art,77455,1.0,,
renegade,817665,10.0,,
renee zellweger,8672,1.0,Renee Zellweger;,
renee z,3893,-5.0,,
renee,173527,1.0,,
reneactment,134879,1.0,,
rene russo,21,-1.0,Rene Russo;,
rene liu,66618,0.0,,
rendu-lÃ ,44225,-2.0,,
rendition,87874,1.0,,
rendezvous,325113,4.0,,
renaissance troup,3805,1.0,,
renaissance painting,109374,1.0,,
renaissance fair,109042,1.0,,
removing bullets from a gun,1103,1.0,,
remount,186495,1.0,,
remoteness,162585,3.0,,
remote village,162449,2.0,,
remote place,141866,4.0,,
remote location,384345,11.0,,
remote island,782127,7.0,,
remote farm,317067,2.0,,
remote control car,7845,2.0,,
remote control,526250,9.0,,
remote contolled robot,102156,1.0,,
remote,500482,3.0,,
remorse,582951,7.0,,
remodernist,123160,2.0,,
remix culture,118784,1.0,,
remix,158121,1.0,,
reminiscent of a bad 60's comedy,1503,-2.0,,
reminiscent of Wes Anderson,31154,0.0,,
reminiscence,100326,1.0,,
"reminds me of Match Point weren't so much more dramatic and SO much less ""plot driven"" (i.e.",88131,-2.0,,
reminded me of thoughts I had when I was that age,215,-2.0,,
remembrance,158141,7.0,,
remember from childhood,434,-1.0,,
remedy,52321,1.0,,
rembrandt,80878,2.0,,
rematch,2410,1.0,,
remarriage,338235,5.0,,
remand,143595,1.0,,
remakes,43836,-4.0,,
remakeOf:Willy Wonka...(1971),31866,-3.0,,
remakeOf:Truly Madly Deeply,5621,0.0,,
remakeOf:Thunderball (1965),10566,-8.0,,
remakeOf:The Time Machine(1960),9130,-11.0,,
remakeOf:The Shaggy Dog(1959),44399,-1.0,,
remakeOf:The Manchurian Candidate(1962),10048,-5.0,,
remakeOf:Sabrina(1954),922,2.0,,
remakeOf:Ringu (1998),11921,-10.0,,
remakeOf:Rear Window (1954),53362,-3.0,,
remakeOf:Psycho (1960),3608,-3.0,,
remakeOf:Point Blank(1967),28662,0.0,,
remakeOf:On the Beach (1959),61961,-1.0,,
remakeOf:Hold-up (1985),7028,-2.0,,
remakeOf:Here Comes Mr. Jordan,32802,-1.0,,
remakeOf:Hairspray(1988),55901,2.0,,
remakeOf:Get Carter(1971),7893,-4.0,,
remakeOf:Freaky Friday (1977),8607,-1.0,,
remakeOf:Eat Drink Man Woman,232,-2.0,,
remakeOf:An Officer and a Gentleman?,43556,0.0,,
remakeOf:101 Dalmations (1961),3452,-3.0,,
remake of:The Front Page (1931),118622,-1.0,,
remake of an asian film,118450,-3.0,,
remake of a japanese film,8916,0.0,,
remake of a french film,103770,3.0,,
remake of a Swedish film,172489,1.0,,
remake of Let The Right One In (2008),80831,-2.0,,
remake of Insomnia (1997),5388,-3.0,,
remake of 8-and-a-half,74251,-1.0,,
remake is a complete rewrite,55278,0.0,,
remake better than original version,69431,-1.0,,
remake: Johnny Mnemonic,103253,-2.0,,
remake,36455327,831.0,Remake;,re-make;
remains,175845,1.0,,
remadeAs:Tortilla Soup,232,0.0,,
remadeAs:The Time Machine(2002),9130,-8.0,,
remadeAs:The Ring (2002),11921,-7.0,,
remadeAs:The Last Kiss (2006),5503,0.0,,
remadeAs:Sabrina(1995),922,2.0,,
remadeAs:Payback(1999),28662,2.0,,
remadeAs:Never Say Never (1983),10566,-7.0,,
remadeAs:Jacob The Liar(1999),9663,-2.0,,
remadeAs:Hairspray(2007),2926,1.0,,
remadeAs:Get Carter(2000),7893,-4.0,,
remadeAs:Freaky Friday(2003),8607,-2.0,,
remadeAs:Disturbia (2007),53362,-3.0,,
remadeAs:Charlie and the Chocolate...(2005),31866,-3.0,,
remadeAs:101 Dalmations (1996),3452,-1.0,,
remade later,8767,-1.0,,
remade into tortilla soup,232,0.0,,
remade ending,71379,1.0,,
remade by same director,2183,-1.0,,
remade as: The Ring (2002),6242,0.0,,
remade as Rich and Famous,7582,-1.0,,
remade,1369342,-28.0,Remade;,
reluctant hero,100314,0.0,Reluctant Hero;,
reluctant,140585,1.0,,
relocation,321155,3.0,,
reload,40148,1.0,,
relligion,239868,3.0,,
relive the dark,98768,1.0,,
relish,159801,2.0,,
religous,8062,-2.0,,
religon,37370,2.0,,
religiously offensive,48385,-1.0,,
religious war,55274,2.0,,
religious vow,122397,1.0,,
religious tripe,735,-1.0,,
religious tolerance,33162,-1.0,,
religious themes,67197,1.0,Religious Themes;,
religious theme,14997,-3.0,,
religious stupidity,55067,0.0,,
religious statue,1785,1.0,,
religious sect,130576,4.0,,
religious satire,187617,4.0,,
religious psychosis,104664,1.0,,
religious propaganda,630432,30.0,,
religious prejudice,117877,1.0,,
religious persecution,143367,1.0,,
religious overtones,550960,59.0,,
religious oppression,136947,-1.0,,
religious nuts,56145,3.0,,
religious intollerance,100365,1.0,,
religious intolerance,342587,8.0,,
religious institution,116546,2.0,,
religious imagery,120867,1.0,,
religious identification,33826,0.0,,
religious icon,143367,1.0,,
religious hypocrisy,377324,5.0,,
religious humour,345720,3.0,,
religious horror,4674,5.0,,
religious history,1198,1.0,,
religious fundamentalist,190882,2.0,,
religious fundamentalism,1050398,13.0,,
religious fraud,7079,0.0,,
religious film,278500,2.0,,
religious fanatics,165087,1.0,,
religious fanaticism,168262,1.0,,
religious fanatic,1211203,16.0,,
religious extremism,127226,1.0,,
religious expletives,6537,0.0,,
religious expletive,6539,0.0,,
religious experience,164109,1.0,,
religious education,697161,12.0,,
religious differences,521298,4.0,,
religious delusions,161895,2.0,,
religious cults,113565,2.0,,
religious cult,2471916,27.0,,
religious convictions,1957,0.0,,
religious conversion,473490,5.0,,
religious context,140333,1.0,,
religious conservatism,127226,1.0,,
religious conflict,397613,4.0,,
religious community,124513,1.0,,
religious bigotry,144712,-1.0,,
religious bigotism,44788,-1.0,,
religious art,1358,1.0,,
religiosity,271426,2.0,,
religion:Xian,169831,-8.0,,
religion:Christianity,254181,2.0,,
religion:Buddism,62851,0.0,,
religion vs. science,93740,1.0,,
religion vs modern world,99817,1.0,,
religion and supernatural,1401215,25.0,,
religino,145590,1.0,,
relic,435116,9.0,,
relentless,240333,3.0,Relentless;,
release year,8376,-2.0,,
release from prison,1908336,24.0,,
relay race,31666,2.0,,
relaxing,126314,15.0,,
relax,5444,-1.0,,
relaunch,82461,0.0,,
relatonship study,5461,1.0,,
relativity,109487,128.0,,
relativism,192595,1.0,,
relatives,785492,12.0,,
relationships,10826170,671.0,Relationships;,
relationship therapy,113829,1.0,,
relationship sabotage,63294,4.0,,
relationship problems,3094189,37.0,,
relationship of the brothers,82765,1.0,,
relationship mother-daughter,137040,1.0,,
relationship drama with a mob twist,55154,-2.0,,
relationship drama,114342,11.0,,
relationship between mental illnesses and sanity,1193,-3.0,,
relationship advice,70183,5.0,,
relationship - nontypical,109803,0.0,,
relations,126329,2.0,,
relation problems,115713,0.0,,
relation,614865,11.0,,
related:technique:Forrest Gump,57173,3.0,,
related:secret friend,53996,-3.0,,
related:book:Mrs. Dalloway,5992,0.0,,
related:blade runner,176371,1.0,related:Blade Runner;,
related:author:Virginia Woolf,5992,1.0,,
related:Whisky Galore,3831,0.0,,
related:Watchmen (2009),130430,-2.0,,
related:To Have and Have Not,7176,-3.0,,
related:The Player,4570,-1.0,,
related:The Matrix (1999),43530,-6.0,,
related:The Island of Dr. Moreau (book),1911,-1.0,,
related:The Incredibles (2004),104274,0.0,,
related:The Great Escape,5013,-1.0,,
related:The Graduate,8725,0.0,,
related:The Big Sleep,1732,0.0,,
related:Star Wars,11740,0.0,,
related:Sense and Sensibility (book),69729,0.0,,
related:Rio Bravo(1958),35146,-3.0,,
related:Rio Bravo,10062,-3.0,,
related:Only Angels Have Wings,11544,-3.0,,
related:Mr. Destiny (1990),37601,-3.0,,
related:Mad Mad World,9527,-1.0,,
related:King Lear,4302,0.0,,
related:High Noon,5612,-3.0,,
related:Hamlet,1243,0.0,,
related:Forrest Gump,65313,-6.0,,
related:Dr. Jekyll and Mr. Hyde,127249,0.0,,
related:Cyrano,9900,-3.0,,
related:Charlotte Brontë's Jane Eyre,71579,0.0,,
related:Charlie Chan,5013,0.0,,
related:Casablanca,7084,1.0,,
related:Bringing Up Baby (1938),10879,-2.0,,
related:Bonnie and Clyde,8751,0.0,,
related:Bon Cop [comma] Bad Cop,6711,0.0,,
related:Big Boys Gone Bananas!* (2011),171839,0.0,,
related:Big,67754,-4.0,,
related:Bananas!* (2009),171839,0.0,,
related:Alien Resurrection (1997),117403,0.0,,
related:2001,69161,-2.0,,
related:007 (series),37172,-1.0,,
relateable,140245,1.0,,
relatable,587375,7.0,Relatable;,
relashionship,155127,1.0,,
relapse,97923,1.0,,
re-kindled romance,111443,1.0,,
rekindled love,1500,1.0,,
rejuvenation,81546,1.0,,
rejuvenate,377188,4.0,,
rejoining society,5890,0.0,,
rejection,1260262,14.0,Rejection;,
reject,35836,0.0,,
reinterpretation,141418,1.0,,
reinforces stereotypes,127146,0.0,,
reindeer,1327564,12.0,,
reincarnated princess,5271,2.0,,
reims,7761,1.0,,
re-imagining of classic film,176929,1.0,,
re-imagining,356008,2.0,,
reicher graf,76814,1.0,,
reicher amerikaner,7320,1.0,,
rehearsal dinner,175193,1.0,,
rehearsal,92218,3.0,,
rehash,124634,2.0,,
rehabilitation centre,159090,2.0,,
rehab,587301,6.0,,
regret,2806477,40.0,Regret;,
regressive industrial town,27365,0.0,,
regionalism,244531,1.0,,
regional conflict,116411,1.0,,
regional,150194,1.0,,
regina casé,136204,1.0,,
regiment,116933,1.0,,
regime,234771,2.0,,
regicide,160366,1.0,,
reggie miller,132555,0.0,,
reggaeton,70730,1.0,,
reggae music,97168,1.0,,
reggae,862668,14.0,,
regent,78105,1.0,,
regeneration,169644,3.0,,
regency period,149830,1.0,,
regatta,111233,1.0,,
regal,54272,-7.0,Regal;,
regaining sight,286139,2.0,,
refused services,114392,1.0,,
refuse to see,42418,-6.0,,
refusal,55205,1.0,,
refugees,639124,5.0,,
refugeees,130464,1.0,,
refugee train,319651,2.0,,
refugee crisis,347459,2.0,,
refugee camp,1002669,10.0,,
refugee,6314783,57.0,,
refuge,25786,1.0,,
refrigerator,857882,8.0,,
reformer,136455,4.0,,
reformatory,524542,4.0,,
reformation,104306,3.0,,
reform school,365354,7.0,,
reform,275613,3.0,,
reforestation,125929,2.0,,
reflective,1120765,410.0,Reflective;,
reflection on love and obsession,1190,1.0,,
reflection in water,5076,1.0,,
reflection,514143,6.0,,
refined,296,1.0,,
referências,146301,1.0,,
referred to in RHPS,2176,-3.0,,
referential,84772,1.0,,
referendum,100344,1.0,,
references for the sake of references,2003,3.0,,
references,310497,10.0,,
reference:cyclops,66108,-4.0,,
reference:Blade Runner,82388,-4.0,,
reference to the godfather,82852,1.0,,
reference to taurus the constellation,1103,1.0,,
reference to sagitarius the constellation,1103,1.0,,
reference to robinson crusoe,5830,0.0,,
reference to plato,1103,1.0,,
reference to orion the constellation,1103,1.0,,
reference to god,13943,2.0,,
reference to charles darwin,120478,1.0,,
reference to cancer the constellation,1103,1.0,,
reference to alan ladd,1103,1.0,,
reference to aires the constellation,1103,1.0,,
reference to Vertigo,8477,0.0,,
reference to The Red Balloon,59382,0.0,,
reference to Greek classic old movie,107359,1.0,,
reference,107771,0.0,,
referee,400775,6.0,,
reeperbahn,346,1.0,,
reenactments,60766,-1.0,,
re-enactment,97866,4.0,,
reel-to-reel tape,296,1.0,,
reel rock,116845,1.0,,
reefer,140619,1.0,,
reef,88956,2.0,,
reeducation camp,1960,1.0,,
reeducation,630253,4.0,,
re-edited,240060,2.0,,
redundant,32392,0.0,,
reductionism,165969,3.0,,
reducciones,2745,1.0,,
redubbed with comedy soundtrack,184549,1.0,,
re-done doll,105386,1.0,,
rednecks,517217,14.0,,
redneck,2327474,30.0,,
redman,4989,1.0,,
red-light disctrict,235455,6.0,,
redistribution,97324,0.0,,
rediscovery,178201,1.0,,
redhead girl,206117,2.0,,
redhead,1297235,10.0,,
redface,103384,0.0,,
redemptive,68662,-2.0,,
"redemption, love",74488,1.0,,
redefining the 80s,1965,0.0,,
red zone,118109,1.0,,
red wine,82463,1.0,,
red square,60684,1.0,,
red squad,80421,1.0,,
red slippers,919,-3.0,,
red shoes,7579,2.0,,
red sea,27822,1.0,,
red ryder,2804,0.0,,
red rum,1258,-5.0,,
red ridinghood,85397,0.0,,
red riding hood,360044,3.0,,
red queen,74789,-1.0,,
red necks,167848,1.0,,
red neck,85072,0.0,,
red light district,27878,1.0,,
red light,85686,1.0,,
red khmer,85413,2.0,,
red herrings,47810,1.0,,
red herring,346835,2.0,,
red hair,750269,8.0,,
red dress,330425,5.0,,
red curtain,4308,1.0,,
red cross,508476,5.0,,
red coat,90257,3.0,,
red cloud's war,163172,1.0,,
red china,154927,1.0,,
red cap,30810,1.0,,
red brigade,61004,1.0,,
red baron,26345,1.0,,
red army,414796,7.0,Red Army;,
red,487068,0.0,Red;,
recycling,484750,4.0,,
recycled plot,124919,18.0,,
recycled music,164751,1.0,,
recycled movie,175247,1.0,,
recycled footage,80903,0.0,,
recursive plot,26126,1.0,,
recursion,291245,2.0,,
recurring dream,166078,2.0,,
recuperation,574,1.0,,
rectory,2185,1.0,,
recruitment,258978,2.0,,
recruiting,499623,4.0,,
recruit,384258,10.0,,
recreational vehicle,451906,6.0,,
recreation,85658,4.0,,
recovery,1351586,11.0,,
recovering drug addict,456903,5.0,,
recovering alcoholic,679738,7.0,,
recording studio,670339,8.0,,
recording session,150674,1.0,,
recording contract,452387,7.0,,
recording,584917,6.0,,
record producer,1049225,15.0,,
record player,209650,6.0,,
record label,71495,4.0,,
record industry,144618,1.0,,
record deal,4248,1.0,,
record company,373503,3.0,,
record collector,4641,1.0,,
record collection,99048,2.0,,
record attempt,174287,0.0,,
record album,162206,2.0,,
record,345266,5.0,,
reconstruction of lost film,99946,0.0,,
reconstruction,260364,2.0,,
reconnect,108132,1.0,,
reconnaissance,6544,2.0,,
reconciling,26150,0.0,,
reconciliation,1057652,20.0,,
recommendz top pick,104,-11.0,Recommendz Top Pick;,
recommended by WWF,7099,1.0,,
"recommended by NPR ""Science Friday""",62577,-1.0,,
recollection,116867,1.0,,
recolation,165493,1.0,,
reclusive writer,111921,1.0,,
recluse,1285068,14.0,,
recklessness,240756,2.0,,
reckless scientists,94864,1.0,,
reckless driving,311071,4.0,,
recital,216293,2.0,,
reciprocal spectator,9320,2.0,,
recipe,285318,2.0,,
recession,490056,7.0,,
recess,4154,1.0,,
recesion,174565,1.0,,
receptionist,343394,7.0,,
receiving of stolen goods,269820,5.0,,
recapitation,118290,1.0,,
rec raluca,89774,-3.0,,
rebuilding society,73321,1.0,,
rebuilding,166036,1.0,,
rebuild a relationship,148960,1.0,,
rebound,336124,2.0,,
re-born,320706,2.0,,
reboot,2225625,43.0,Reboot;,
rebirth,745925,6.0,,
rebels vs empire,173847,1.0,,
rebels and outsiders,4811,1.0,,
rebels,315634,4.0,,
rebelliousness,3201,1.0,,
rebellious youth,1005261,13.0,,
rebellious teenager,141153,3.0,,
rebellious daughter,486067,6.0,,
rebellious,393176,4.0,,
rebellion against dictatorship,260,2.0,,
rebelling against parents,95167,1.0,,
rebelling against one's parent,1103,1.0,,
rebelation,1246,1.0,,
rebel wilson,143387,2.0,Rebel Wilson;,
rebel leader,186174,2.0,,
rebel highway,148715,1.0,,
rebel hero,197133,2.0,,
rebel girls,71518,0.0,,
rebel forces,117895,4.0,,
rebel commander,135,0.0,,
rebel,4245859,57.0,,
rebecca pidgeon,81229,-1.0,Rebecca Pidgeon;,
rebecca gayheart,2279,1.0,,
rebecca ferguson,111781,4.0,Rebecca Ferguson;,
reasonable doubt,151587,1.0,,
reasonable aliens,2661,1.0,,
reason to survive,115770,0.0,,
reason to love film,1285,-2.0,,
reason to live,135166,1.0,,
reason for living,169106,1.0,,
rear window; voyeurism,52458,-3.0,,
rear window clone,52458,-1.0,,
rear female nudity,180031,1.0,,
reaper,130703,2.0,,
re-animation,7202,1.0,,
reanimated corpses,3490,0.0,,
reanimated corpse,358976,7.0,,
realtor,139593,2.0,,
realtime,110882,12.0,,real-time;
realpolitik,63113,-1.0,,
realness,92920,0.0,,
really wrong,99030,0.0,,
really stupid,58347,-2.0,,
really slow,75805,0.0,,
really scary,5978,1.0,,
really romantic,215,0.0,,
really really bad,2804,-2.0,,
really long,64490,-1.0,,
really interesting,33166,-4.0,,
really heavy,101973,5.0,,
really graphic violence even though animated style,32587,-4.0,,
really good,9355,-12.0,,
really enjoyable,899,-3.0,,
really dark,33454,1.0,,
really crappy sequel,114467,1.0,,
really cool idea,293,-1.0,,
really cheesy.,6804,1.0,,
really bad script,64037,-1.0,,
really bad plot,1373,0.0,,
really bad movie,6249,0.0,,
really bad,316088,-2.0,Really Bad;Really bad;,
really awful british accent!,4168,-1.0,,
real-life married couple,19442,1.0,,
real-life cartoon,61981,-3.0,,
realization,51744,2.0,,
reality vs fiction,90066,1.0,,
reality vs fantasy,298785,3.0,,
reality tv,1602277,12.0,Reality TV;reality TV;,
reality television,10588,0.0,,
reality spoof,69941,2.0,,
reality shows,159755,1.0,,
reality show,115122,1.0,,
reality or imagination?,168783,36.0,,
reality on ending,1466,0.0,,
reality is real,140956,1.0,,
reality competition,201829,2.0,,
reality check,187212,3.0,,
realistic wrestling,85881,3.0,,
realistic women,94864,0.0,,
realistic violence,2159,2.0,Realistic violence;,
realistic tough female,73775,-2.0,,
realistic sci/fi,42385,25.0,,realistic sci-fi;
realistic romance,64114,0.0,,
realistic relationships,311281,13.0,,
realistic relationship,133645,1.0,,
realistic portrayal,102753,2.0,,
realistic plot,68884,1.0,,
realistic japanese,7919,0.0,,
realistic female character(s),6993,3.0,,
realistic family dynamic,38886,0.0,,
realistic ending,27727,0.0,Realistic ending;,
realistic dialogue,327139,7.0,,
realistic characters,317564,4.0,,
realistic adolescence,8952,1.0,,
realistic action,714262,105.0,,
realistic CGI,98809,0.0,,
realist,165313,1.0,Realist;,
realism,3963258,229.0,Realism;,
realisitc acting,44555,9.0,,
realisitc,1233,1.0,,
realidad,2571,-5.0,,
real world,372,-2.0,,
real time,765224,16.0,Real Time;,
real surgery footage,179745,1.0,,
real stunts,8235,3.0,,
real sharks.,37853,0.0,,
real sf,109487,1.0,,
real sex,37975,9.0,,
real relationships,47970,1.0,,
real rats drowned,7402,0.0,,
real person:John Nash,4995,1.0,,
real person:Alan Turing,116797,1.0,,
real people,38188,0.0,,
real madrid,239774,2.0,,
real locations,3074,2.0,,
real life situations,80860,0.0,,
real life,1487749,22.0,Real Life;Real life;,
real kids,33639,0.0,,
real ira,51886,1.0,,
real human being & a real hero,44555,0.0,,
real human bean,88129,0.0,,
real heroes,48783,-1.0,,
real hardware,104841,1.0,,
real hackers don't use macs,67255,0.0,,
real fucked up life,81819,1.0,,
real facts,116907,1.0,,
real events,364870,2.0,Real Events;,
real estate development,261077,2.0,,
real estate developer,77820,1.0,,
real estate deal,509224,3.0,,
real estate broker,127178,1.0,,
real estate agent,1128544,14.0,,
real drugs,4541,1.0,,
real doll,55280,1.0,,
real computers usage,43871,1.0,,
real computers,43871,0.0,,
real challenges,1457,0.0,,
real blues,8119,1.0,,
real- animation mix,2987,0.0,,
real animal deaths,115290,1.0,,
real animal cruelty,112444,0.0,,
real,2061865,15.0,Real;,
reaggae,122088,1.0,,
reaganomics,4553,-1.0,Reaganomics;,
ready for sequel,129953,0.0,,
reading aloud,182521,3.0,,
reading a diary,136926,1.0,,
reading a book,254979,2.0,,
reading,664193,10.0,,
reader,503391,5.0,,
read the book instead,105168,0.0,,
read the book,315486,-8.0,,
read book first,18098,-4.0,,
reactionary,95118,-2.0,,
reach potential,60074,1.0,,
re boot,170827,1.0,,
re animate,4686,1.0,,
re,44191,1.0,,
r:disturbing violent content including rape,296,7.0,R:disturbing violent content including rape;,
rd2d,260,1.0,,
r:brief violent image,593,0.0,R:brief violent image;,
razrukha,60904,0.0,,
razorback,76860,0.0,,
razor blade,331643,4.0,,
razor,696530,10.0,,
rayguns,177953,1.0,,
ray weapons,3966,2.0,,
ray of light,35828,1.0,,
ray milland,8826,-2.0,Ray Milland;,
ray gun,18846,3.0,,
rawr,480,0.0,,
raw materials,26664,1.0,,
raw existentialism,27899,-2.0,,
raw dog screwing,6885,-1.0,,
raw action,5418,1.0,,
raw,926644,3.0,,
raver,5827,1.0,,
ravens,9538,2.0,,
raven,726628,7.0,,
rave party,160283,1.0,,
rave culture,5827,1.0,,
rave,1280599,14.0,Rave;,
raunchy jokes,188477,1.0,,
raunchy humor,129737,1.0,,
raunchy,640144,38.0,Raunchy;,
raunch,34338,-1.0,,
rattlesnake,394839,5.0,,
ratted hair,2926,1.0,,
rats,1369044,36.0,,
rationing,132605,2.0,,
rationality,342340,18.0,,
rational,7560,0.0,,
ratings system,44788,1.0,,
rating very dependent on version,160088,-14.0,,
rating,1734,-1.0,,
rather clean,179401,1.0,,
rather a disappointment,4367,-2.0,,
rate-down,84954,-11.0,,
rated-R for swearing,31435,-1.0,,
rated-R,1186564,-12.0,,
rated-PG-13,6742,-6.0,,
rated-PG,1454,-8.0,,
rated-G,1,-1.0,,
rated pg-13,358265,3.0,,
rated pg,111659,0.0,,
rated from memory,5475,-3.0,,
rate up,330050,-18.0,,
rate down,862233,-28.0,,
rate,480,0.0,,
ratchet,140816,1.0,,
rat pack,4954,1.0,,
rat invasion,50872,1.0,,
rat chef,50872,1.0,,
rat,3011362,27.0,,
rastafarian,321836,3.0,,
rassengesetzte,4840,1.0,,
rasputin,313067,5.0,,
rasist,67698,-1.0,,
rasicm,6288,-4.0,,
rashomon,53152,-6.0,,
rashamon,65142,1.0,,
raser,173313,1.0,,
rascism,145307,1.0,,
rare stamps,5319,1.0,,
rare movie,151911,1.0,,
rare illness,159000,1.0,,
rare footage,108866,0.0,,
rare disease,543977,4.0,,
rare books,3355,9.0,,
rare book,242901,3.0,,
rare bird,113751,0.0,,
rare,1824146,-24.0,,
rapunzel,81847,1.0,,
rapture,490306,3.0,Rapture;,
raptor,136632,1.0,,
rapping mafia,3328,-1.0,,
rapping,206333,2.0,,
rappers,174986,13.0,,
rapper,1446294,20.0,,
rapist,1270629,12.0,Rapist;,
raping hitler,86377,-1.0,,
rapier wit,67702,1.0,,
rapier,945,1.0,,
rapids,3247,2.0,,
rapey,128488,0.0,,
rape-revenge,138537,2.0,,
raped my childhood,53996,-9.0,,
raped by monster,5746,1.0,,
rapeculture,127148,4.0,,
rape victim,924316,11.0,,
rape threats,1591,3.0,,
rape scene,340435,-1.0,,
rape revenge,812510,6.0,,
rape porn,79545,1.0,,
rape of child,96471,0.0,,
rape of a male,399839,4.0,,
rape of a child,5748,1.0,,
rape (implied),78017,1.0,,
rape fantasy,86455,1.0,,
rape attempt,467040,7.0,,
rape and revenge,1389566,17.0,,
rape and murder,811950,6.0,,
rape accusation,251843,4.0,,
rape,46046609,1041.0,Rape;,
rap star,155038,1.0,,
rap music,1801709,53.0,,
#rap,188419,1.0,,
ranveer,108514,1.0,,
rant,3504,1.0,,
ransom note,294227,3.0,,
ransom demand,740431,5.0,,
ransom,4441835,65.0,,
rankin/bass,152641,1.0,,
rangoon burma,98036,1.0,,
rangoon,155,1.0,,
rango,84944,1.0,,
rangga,134957,1.0,,
ranger,1072291,13.0,,
range war,416535,3.0,,
range rover,170133,2.0,Range Rover;,
randy newman,72737,-1.0,Randy Newman;,
random unnecessary close-ups of cream,68157,6.0,,
random shots of animals,2427,0.0,,
random rape,7900,1.0,,
random pointless death,82095,0.0,,
random comedy,79545,1.0,,
random celebrities,159755,1.0,,
random,215003,12.0,,
ranchers,385695,5.0,,
ranchera,178187,1.0,,
rancher,3366402,39.0,,
